,name_0,name_1,Search Amount
5619,"""William Darryl White""","""L. Scott Thomson""",0
5620,"""William Darryl White""","""Pauline Dhillon""",0
5621,"""William Darryl White""","""David I. McKay""",0
5622,"""William Darryl White""","""Bradley William Corson""",0
5623,"""William Darryl White""","""Louis Vachon """,8
5624,"""William Darryl White""","""Jose E. Cil""",0
5625,"""William Darryl White""","""Nancy C. Southern""",20
5626,"""William Darryl White""","""Donald B. Kayne""",0
5627,"""William Darryl White""","""Peter Gerald Jan Kukielski""",0
5628,"""William Darryl White""","""Daniel Barclay""",24
5629,"""William Darryl White""","""Trevor English""",0
5630,"""William Darryl White""","""Zoran Stakic""",0
5631,"""William Darryl White""","""Alain Bouchard""",0
5632,"""William Darryl White""","""Frank Patrick D'Eramo""",0
5633,"""William Darryl White""","""Donald M. Jenkins""",0
5634,"""William Darryl White""","""Madhu Ranganathan""",24
5635,"""William Darryl White""","""Richard Lord""",0
5636,"""William Darryl White""","""Anil Wadhwani""",0
5637,"""William Darryl White""","""Kevan S. Gorrie""",0
5638,"""William Darryl White""","""Ian L. Edwards""",0
5639,"""William Darryl White""","""Martin Schwartz""",0
5640,"""William Darryl White""","""Jeffrey Schwartz""",0
5641,"""William Darryl White""","""Jeff Segel""",0
5642,"""William Darryl White""","""Jay A. Forbes""",0
5643,"""William Darryl White""","""Thomas J. Appio""",0
5644,"""William Darryl White""","""Michael Steinmann""",0
5645,"""William Darryl White""","""Simon David Harrison""",0
5646,"""William Darryl White""","""Siegfried W. Kiefer""",0
5647,"""William Darryl White""","""Timothy Alexander Miller""",0
5648,"""William Darryl White""","""Christopher Allan Govan""",0
5649,"""William Darryl White""","""Victor G. Dodig""",4
5650,"""William Darryl White""","""Paul S. Herendeen""",0
5651,"""William Darryl White""","""Mark Kenney""",0
5652,"""William Darryl White""","""Geert Verellen""",0
5653,"""William Darryl White""","""Ian M. Fillinger""",0
5654,"""William Darryl White""","""Robert P. Wildeboer""",0
5655,"""William Darryl White""","""Worthing F. Jackman""",0
5656,"""William Darryl White""","""Richard Dufresne""",0
5657,"""William Darryl White""","""Paul McAleese""",0
5658,"""William Darryl White""","""Joseph D. Randell""",0
5659,"""William Darryl White""","""Marc Parent""",0
5660,"""William Darryl White""","""Stephen Elias Loukas""",0
5661,"""William Darryl White""","""Geoffrey Robillard""",0
5662,"""William Darryl White""","""Brian Tellef Vaasjo""",0
5663,"""William Darryl White""","""Thomas J. Hofstedter""",0
5664,"""Stephen Clarkson Peacher""","""Derek Neldner""",0
5665,"""Stephen Clarkson Peacher""","""Bharat B. Masrani""",0
5666,"""Stephen Clarkson Peacher""","""Kevin J. Thomson""",0
5667,"""Stephen Clarkson Peacher""","""David Gerard Hutchens""",0
5668,"""Stephen Clarkson Peacher""","""Luc Mongeau""",0
5669,"""Stephen Clarkson Peacher""","""Michael J. Cooper""",0
5670,"""Stephen Clarkson Peacher""","""Steven R. Spaulding""",0
5671,"""Stephen Clarkson Peacher""","""Navjeet Singh Dhillon""",0
5672,"""Stephen Clarkson Peacher""","""Laurent Ferreira""",0
5673,"""Stephen Clarkson Peacher""","""Photis Peter Pascali""",0
5674,"""Stephen Clarkson Peacher""","""Mirko Bibic""",0
5675,"""Stephen Clarkson Peacher""","""Scott Carlyle Balfour""",0
5676,"""Stephen Clarkson Peacher""","""George Raymond Burns""",0
5677,"""Stephen Clarkson Peacher""","""Randy V. J. Smallwood""",0
5678,"""Stephen Clarkson Peacher""","""Timothy Michael Miller""",0
5679,"""Stephen Clarkson Peacher""","""Eric Richer La Fleche""",0
5680,"""Stephen Clarkson Peacher""","""Terrance Lloyd McKibbon""",0
5681,"""Stephen Clarkson Peacher""","""Joseph M. Natale""",0
5682,"""Stephen Clarkson Peacher""","""Michael Cammarata""",0
5683,"""Stephen Clarkson Peacher""","""Claude Bigras""",0
5684,"""Stephen Clarkson Peacher""","""Ewout R. Heersink""",0
5685,"""Stephen Clarkson Peacher""","""L. Scott Thomson""",0
5686,"""Stephen Clarkson Peacher""","""Pauline Dhillon""",0
5687,"""Stephen Clarkson Peacher""","""David I. McKay""",0
5688,"""Stephen Clarkson Peacher""","""Bradley William Corson""",0
5689,"""Stephen Clarkson Peacher""","""Louis Vachon """,0
5690,"""Stephen Clarkson Peacher""","""Jose E. Cil""",0
5691,"""Stephen Clarkson Peacher""","""Nancy C. Southern""",0
5692,"""Stephen Clarkson Peacher""","""Donald B. Kayne""",0
5693,"""Stephen Clarkson Peacher""","""Peter Gerald Jan Kukielski""",0
5694,"""Stephen Clarkson Peacher""","""Daniel Barclay""",0
5695,"""Stephen Clarkson Peacher""","""Trevor English""",0
5696,"""Stephen Clarkson Peacher""","""Zoran Stakic""",0
5697,"""Stephen Clarkson Peacher""","""Alain Bouchard""",0
5698,"""Stephen Clarkson Peacher""","""Frank Patrick D'Eramo""",0
5699,"""Stephen Clarkson Peacher""","""Donald M. Jenkins""",0
5700,"""Stephen Clarkson Peacher""","""Madhu Ranganathan""",0
5701,"""Stephen Clarkson Peacher""","""Richard Lord""",0
5702,"""Stephen Clarkson Peacher""","""Anil Wadhwani""",0
5703,"""Stephen Clarkson Peacher""","""Kevan S. Gorrie""",0
5704,"""Stephen Clarkson Peacher""","""Ian L. Edwards""",0
5705,"""Stephen Clarkson Peacher""","""Martin Schwartz""",0
5706,"""Stephen Clarkson Peacher""","""Jeffrey Schwartz""",0
5707,"""Stephen Clarkson Peacher""","""Jeff Segel""",0
5708,"""Stephen Clarkson Peacher""","""Jay A. Forbes""",0
5709,"""Stephen Clarkson Peacher""","""Thomas J. Appio""",0
5710,"""Stephen Clarkson Peacher""","""Michael Steinmann""",0
5711,"""Stephen Clarkson Peacher""","""Simon David Harrison""",0
5712,"""Stephen Clarkson Peacher""","""Siegfried W. Kiefer""",0
5713,"""Stephen Clarkson Peacher""","""Timothy Alexander Miller""",0
5714,"""Stephen Clarkson Peacher""","""Christopher Allan Govan""",0
5715,"""Stephen Clarkson Peacher""","""Victor G. Dodig""",0
5716,"""Stephen Clarkson Peacher""","""Paul S. Herendeen""",0
5717,"""Stephen Clarkson Peacher""","""Mark Kenney""",0
5718,"""Stephen Clarkson Peacher""","""Geert Verellen""",0
5719,"""Stephen Clarkson Peacher""","""Ian M. Fillinger""",0
5720,"""Stephen Clarkson Peacher""","""Robert P. Wildeboer""",0
5721,"""Stephen Clarkson Peacher""","""Worthing F. Jackman""",0
5722,"""Stephen Clarkson Peacher""","""Richard Dufresne""",0
5723,"""Stephen Clarkson Peacher""","""Paul McAleese""",0
5724,"""Stephen Clarkson Peacher""","""Joseph D. Randell""",0
5725,"""Stephen Clarkson Peacher""","""Marc Parent""",0
5726,"""Stephen Clarkson Peacher""","""Stephen Elias Loukas""",0
5727,"""Stephen Clarkson Peacher""","""Geoffrey Robillard""",0
5728,"""Stephen Clarkson Peacher""","""Brian Tellef Vaasjo""",0
5729,"""Stephen Clarkson Peacher""","""Thomas J. Hofstedter""",0
5730,"""Derek Neldner""","""Bharat B. Masrani""",0
5731,"""Derek Neldner""","""Kevin J. Thomson""",0
5732,"""Derek Neldner""","""David Gerard Hutchens""",0
5733,"""Derek Neldner""","""Luc Mongeau""",1
5734,"""Derek Neldner""","""Michael J. Cooper""",0
5735,"""Derek Neldner""","""Steven R. Spaulding""",0
5736,"""Derek Neldner""","""Navjeet Singh Dhillon""",0
5737,"""Derek Neldner""","""Laurent Ferreira""",1
5738,"""Derek Neldner""","""Photis Peter Pascali""",0
5739,"""Derek Neldner""","""Mirko Bibic""",0
5740,"""Derek Neldner""","""Scott Carlyle Balfour""",0
5741,"""Derek Neldner""","""George Raymond Burns""",0
5742,"""Derek Neldner""","""Randy V. J. Smallwood""",0
5743,"""Derek Neldner""","""Timothy Michael Miller""",0
5744,"""Derek Neldner""","""Eric Richer La Fleche""",0
5745,"""Derek Neldner""","""Terrance Lloyd McKibbon""",0
5746,"""Derek Neldner""","""Joseph M. Natale""",0
5747,"""Derek Neldner""","""Michael Cammarata""",0
5748,"""Derek Neldner""","""Claude Bigras""",0
5749,"""Derek Neldner""","""Ewout R. Heersink""",0
5750,"""Derek Neldner""","""L. Scott Thomson""",0
5751,"""Derek Neldner""","""Pauline Dhillon""",0
5752,"""Derek Neldner""","""David I. McKay""",18000
5753,"""Derek Neldner""","""Bradley William Corson""",0
5754,"""Derek Neldner""","""Louis Vachon """,2
5755,"""Derek Neldner""","""Jose E. Cil""",0
5756,"""Derek Neldner""","""Nancy C. Southern""",0
5757,"""Derek Neldner""","""Donald B. Kayne""",0
5758,"""Derek Neldner""","""Peter Gerald Jan Kukielski""",0
5759,"""Derek Neldner""","""Daniel Barclay""",5
5760,"""Derek Neldner""","""Trevor English""",1
5761,"""Derek Neldner""","""Zoran Stakic""",0
5762,"""Derek Neldner""","""Alain Bouchard""",0
5763,"""Derek Neldner""","""Frank Patrick D'Eramo""",0
5764,"""Derek Neldner""","""Donald M. Jenkins""",0
5765,"""Derek Neldner""","""Madhu Ranganathan""",0
5766,"""Derek Neldner""","""Richard Lord""",0
5767,"""Derek Neldner""","""Anil Wadhwani""",0
5768,"""Derek Neldner""","""Kevan S. Gorrie""",0
5769,"""Derek Neldner""","""Ian L. Edwards""",0
5770,"""Derek Neldner""","""Martin Schwartz""",0
5771,"""Derek Neldner""","""Jeffrey Schwartz""",0
5772,"""Derek Neldner""","""Jeff Segel""",2
5773,"""Derek Neldner""","""Jay A. Forbes""",0
5774,"""Derek Neldner""","""Thomas J. Appio""",0
5775,"""Derek Neldner""","""Michael Steinmann""",0
5776,"""Derek Neldner""","""Simon David Harrison""",0
5777,"""Derek Neldner""","""Siegfried W. Kiefer""",0
5778,"""Derek Neldner""","""Timothy Alexander Miller""",0
5779,"""Derek Neldner""","""Christopher Allan Govan""",0
5780,"""Derek Neldner""","""Victor G. Dodig""",1
5781,"""Derek Neldner""","""Paul S. Herendeen""",0
5782,"""Derek Neldner""","""Mark Kenney""",0
5783,"""Derek Neldner""","""Geert Verellen""",0
5784,"""Derek Neldner""","""Ian M. Fillinger""",0
5785,"""Derek Neldner""","""Robert P. Wildeboer""",0
5786,"""Derek Neldner""","""Worthing F. Jackman""",0
5787,"""Derek Neldner""","""Richard Dufresne""",0
5788,"""Derek Neldner""","""Paul McAleese""",1
5789,"""Derek Neldner""","""Joseph D. Randell""",0
5790,"""Derek Neldner""","""Marc Parent""",5
5791,"""Derek Neldner""","""Stephen Elias Loukas""",0
5792,"""Derek Neldner""","""Geoffrey Robillard""",0
5793,"""Derek Neldner""","""Brian Tellef Vaasjo""",0
5794,"""Derek Neldner""","""Thomas J. Hofstedter""",0
5795,"""Bharat B. Masrani""","""Kevin J. Thomson""",0
5796,"""Bharat B. Masrani""","""David Gerard Hutchens""",0
5797,"""Bharat B. Masrani""","""Luc Mongeau""",0
5798,"""Bharat B. Masrani""","""Michael J. Cooper""",11
5799,"""Bharat B. Masrani""","""Steven R. Spaulding""",3
5800,"""Bharat B. Masrani""","""Navjeet Singh Dhillon""",0
5801,"""Bharat B. Masrani""","""Laurent Ferreira""",3
5802,"""Bharat B. Masrani""","""Photis Peter Pascali""",0
5803,"""Bharat B. Masrani""","""Mirko Bibic""",13
5804,"""Bharat B. Masrani""","""Scott Carlyle Balfour""",0
5805,"""Bharat B. Masrani""","""George Raymond Burns""",0
5806,"""Bharat B. Masrani""","""Randy V. J. Smallwood""",14
5807,"""Bharat B. Masrani""","""Timothy Michael Miller""",0
5808,"""Bharat B. Masrani""","""Eric Richer La Fleche""",1
5809,"""Bharat B. Masrani""","""Terrance Lloyd McKibbon""",0
5810,"""Bharat B. Masrani""","""Joseph M. Natale""",33
5811,"""Bharat B. Masrani""","""Michael Cammarata""",1
5812,"""Bharat B. Masrani""","""Claude Bigras""",7
5813,"""Bharat B. Masrani""","""Ewout R. Heersink""",0
5814,"""Bharat B. Masrani""","""L. Scott Thomson""",49
5815,"""Bharat B. Masrani""","""Pauline Dhillon""",0
5816,"""Bharat B. Masrani""","""David I. McKay""",14
5817,"""Bharat B. Masrani""","""Bradley William Corson""",0
5818,"""Bharat B. Masrani""","""Louis Vachon """,32
5819,"""Bharat B. Masrani""","""Jose E. Cil""",0
5820,"""Bharat B. Masrani""","""Nancy C. Southern""",1
5821,"""Bharat B. Masrani""","""Donald B. Kayne""",3
5822,"""Bharat B. Masrani""","""Peter Gerald Jan Kukielski""",0
5823,"""Bharat B. Masrani""","""Daniel Barclay""",0
5824,"""Bharat B. Masrani""","""Trevor English""",0
5825,"""Bharat B. Masrani""","""Zoran Stakic""",0
5826,"""Bharat B. Masrani""","""Alain Bouchard""",42
5827,"""Bharat B. Masrani""","""Frank Patrick D'Eramo""",0
5828,"""Bharat B. Masrani""","""Donald M. Jenkins""",0
5829,"""Bharat B. Masrani""","""Madhu Ranganathan""",26
5830,"""Bharat B. Masrani""","""Richard Lord""",11
5831,"""Bharat B. Masrani""","""Anil Wadhwani""",0
5832,"""Bharat B. Masrani""","""Kevan S. Gorrie""",0
5833,"""Bharat B. Masrani""","""Ian L. Edwards""",4
5834,"""Bharat B. Masrani""","""Martin Schwartz""",2
5835,"""Bharat B. Masrani""","""Jeffrey Schwartz""",3
5836,"""Bharat B. Masrani""","""Jeff Segel""",1
5837,"""Bharat B. Masrani""","""Jay A. Forbes""",1
5838,"""Bharat B. Masrani""","""Thomas J. Appio""",0
5839,"""Bharat B. Masrani""","""Michael Steinmann""",6
5840,"""Bharat B. Masrani""","""Simon David Harrison""",0
5841,"""Bharat B. Masrani""","""Siegfried W. Kiefer""",0
5842,"""Bharat B. Masrani""","""Timothy Alexander Miller""",0
5843,"""Bharat B. Masrani""","""Christopher Allan Govan""",0
5844,"""Bharat B. Masrani""","""Victor G. Dodig""",37
5845,"""Bharat B. Masrani""","""Paul S. Herendeen""",0
5846,"""Bharat B. Masrani""","""Mark Kenney""",4
5847,"""Bharat B. Masrani""","""Geert Verellen""",0
5848,"""Bharat B. Masrani""","""Ian M. Fillinger""",2
5849,"""Bharat B. Masrani""","""Robert P. Wildeboer""",0
5850,"""Bharat B. Masrani""","""Worthing F. Jackman""",25
5851,"""Bharat B. Masrani""","""Richard Dufresne""",0
5852,"""Bharat B. Masrani""","""Paul McAleese""",0
5853,"""Bharat B. Masrani""","""Joseph D. Randell""",2
5854,"""Bharat B. Masrani""","""Marc Parent""",32
5855,"""Bharat B. Masrani""","""Stephen Elias Loukas""",0
5856,"""Bharat B. Masrani""","""Geoffrey Robillard""",0
5857,"""Bharat B. Masrani""","""Brian Tellef Vaasjo""",0
5858,"""Bharat B. Masrani""","""Thomas J. Hofstedter""",7
5859,"""Kevin J. Thomson""","""David Gerard Hutchens""",0
5860,"""Kevin J. Thomson""","""Luc Mongeau""",0
5861,"""Kevin J. Thomson""","""Michael J. Cooper""",16
5862,"""Kevin J. Thomson""","""Steven R. Spaulding""",0
5863,"""Kevin J. Thomson""","""Navjeet Singh Dhillon""",0
5864,"""Kevin J. Thomson""","""Laurent Ferreira""",0
5865,"""Kevin J. Thomson""","""Photis Peter Pascali""",0
5866,"""Kevin J. Thomson""","""Mirko Bibic""",0
5867,"""Kevin J. Thomson""","""Scott Carlyle Balfour""",0
5868,"""Kevin J. Thomson""","""George Raymond Burns""",0
5869,"""Kevin J. Thomson""","""Randy V. J. Smallwood""",0
5870,"""Kevin J. Thomson""","""Timothy Michael Miller""",0
5871,"""Kevin J. Thomson""","""Eric Richer La Fleche""",0
5872,"""Kevin J. Thomson""","""Terrance Lloyd McKibbon""",0
5873,"""Kevin J. Thomson""","""Joseph M. Natale""",0
5874,"""Kevin J. Thomson""","""Michael Cammarata""",0
5875,"""Kevin J. Thomson""","""Claude Bigras""",0
5876,"""Kevin J. Thomson""","""Ewout R. Heersink""",0
5877,"""Kevin J. Thomson""","""L. Scott Thomson""",0
5878,"""Kevin J. Thomson""","""Pauline Dhillon""",0
5879,"""Kevin J. Thomson""","""David I. McKay""",0
5880,"""Kevin J. Thomson""","""Bradley William Corson""",0
5881,"""Kevin J. Thomson""","""Louis Vachon """,0
5882,"""Kevin J. Thomson""","""Jose E. Cil""",0
5883,"""Kevin J. Thomson""","""Nancy C. Southern""",0
5884,"""Kevin J. Thomson""","""Donald B. Kayne""",0
5885,"""Kevin J. Thomson""","""Peter Gerald Jan Kukielski""",0
5886,"""Kevin J. Thomson""","""Daniel Barclay""",1
5887,"""Kevin J. Thomson""","""Trevor English""",0
5888,"""Kevin J. Thomson""","""Zoran Stakic""",0
5889,"""Kevin J. Thomson""","""Alain Bouchard""",0
5890,"""Kevin J. Thomson""","""Frank Patrick D'Eramo""",0
5891,"""Kevin J. Thomson""","""Donald M. Jenkins""",0
5892,"""Kevin J. Thomson""","""Madhu Ranganathan""",0
5893,"""Kevin J. Thomson""","""Richard Lord""",0
5894,"""Kevin J. Thomson""","""Anil Wadhwani""",0
5895,"""Kevin J. Thomson""","""Kevan S. Gorrie""",0
5896,"""Kevin J. Thomson""","""Ian L. Edwards""",0
5897,"""Kevin J. Thomson""","""Martin Schwartz""",0
5898,"""Kevin J. Thomson""","""Jeffrey Schwartz""",0
5899,"""Kevin J. Thomson""","""Jeff Segel""",0
5900,"""Kevin J. Thomson""","""Jay A. Forbes""",0
5901,"""Kevin J. Thomson""","""Thomas J. Appio""",0
5902,"""Kevin J. Thomson""","""Michael Steinmann""",0
5903,"""Kevin J. Thomson""","""Simon David Harrison""",0
5904,"""Kevin J. Thomson""","""Siegfried W. Kiefer""",0
5905,"""Kevin J. Thomson""","""Timothy Alexander Miller""",0
5906,"""Kevin J. Thomson""","""Christopher Allan Govan""",0
5907,"""Kevin J. Thomson""","""Victor G. Dodig""",0
5908,"""Kevin J. Thomson""","""Paul S. Herendeen""",0
5909,"""Kevin J. Thomson""","""Mark Kenney""",0
5910,"""Kevin J. Thomson""","""Geert Verellen""",0
5911,"""Kevin J. Thomson""","""Ian M. Fillinger""",0
5912,"""Kevin J. Thomson""","""Robert P. Wildeboer""",0
5913,"""Kevin J. Thomson""","""Worthing F. Jackman""",0
5914,"""Kevin J. Thomson""","""Richard Dufresne""",0
5915,"""Kevin J. Thomson""","""Paul McAleese""",0
5916,"""Kevin J. Thomson""","""Joseph D. Randell""",0
5917,"""Kevin J. Thomson""","""Marc Parent""",1
5918,"""Kevin J. Thomson""","""Stephen Elias Loukas""",0
5919,"""Kevin J. Thomson""","""Geoffrey Robillard""",0
5920,"""Kevin J. Thomson""","""Brian Tellef Vaasjo""",0
5921,"""Kevin J. Thomson""","""Thomas J. Hofstedter""",0
5922,"""David Gerard Hutchens""","""Luc Mongeau""",0
5923,"""David Gerard Hutchens""","""Michael J. Cooper""",0
5924,"""David Gerard Hutchens""","""Steven R. Spaulding""",0
5925,"""David Gerard Hutchens""","""Navjeet Singh Dhillon""",0
5926,"""David Gerard Hutchens""","""Laurent Ferreira""",0
5927,"""David Gerard Hutchens""","""Photis Peter Pascali""",0
5928,"""David Gerard Hutchens""","""Mirko Bibic""",0
5929,"""David Gerard Hutchens""","""Scott Carlyle Balfour""",0
5930,"""David Gerard Hutchens""","""George Raymond Burns""",0
5931,"""David Gerard Hutchens""","""Randy V. J. Smallwood""",0
5932,"""David Gerard Hutchens""","""Timothy Michael Miller""",0
5933,"""David Gerard Hutchens""","""Eric Richer La Fleche""",0
5934,"""David Gerard Hutchens""","""Terrance Lloyd McKibbon""",0
5935,"""David Gerard Hutchens""","""Joseph M. Natale""",0
5936,"""David Gerard Hutchens""","""Michael Cammarata""",0
5937,"""David Gerard Hutchens""","""Claude Bigras""",0
5938,"""David Gerard Hutchens""","""Ewout R. Heersink""",0
5939,"""David Gerard Hutchens""","""L. Scott Thomson""",0
5940,"""David Gerard Hutchens""","""Pauline Dhillon""",0
5941,"""David Gerard Hutchens""","""David I. McKay""",0
5942,"""David Gerard Hutchens""","""Bradley William Corson""",0
5943,"""David Gerard Hutchens""","""Louis Vachon """,0
5944,"""David Gerard Hutchens""","""Jose E. Cil""",0
5945,"""David Gerard Hutchens""","""Nancy C. Southern""",0
5946,"""David Gerard Hutchens""","""Donald B. Kayne""",0
5947,"""David Gerard Hutchens""","""Peter Gerald Jan Kukielski""",0
5948,"""David Gerard Hutchens""","""Daniel Barclay""",0
5949,"""David Gerard Hutchens""","""Trevor English""",0
5950,"""David Gerard Hutchens""","""Zoran Stakic""",0
5951,"""David Gerard Hutchens""","""Alain Bouchard""",0
5952,"""David Gerard Hutchens""","""Frank Patrick D'Eramo""",0
5953,"""David Gerard Hutchens""","""Donald M. Jenkins""",0
5954,"""David Gerard Hutchens""","""Madhu Ranganathan""",0
5955,"""David Gerard Hutchens""","""Richard Lord""",0
5956,"""David Gerard Hutchens""","""Anil Wadhwani""",0
5957,"""David Gerard Hutchens""","""Kevan S. Gorrie""",0
5958,"""David Gerard Hutchens""","""Ian L. Edwards""",0
5959,"""David Gerard Hutchens""","""Martin Schwartz""",0
5960,"""David Gerard Hutchens""","""Jeffrey Schwartz""",0
5961,"""David Gerard Hutchens""","""Jeff Segel""",0
5962,"""David Gerard Hutchens""","""Jay A. Forbes""",0
5963,"""David Gerard Hutchens""","""Thomas J. Appio""",0
5964,"""David Gerard Hutchens""","""Michael Steinmann""",0
5965,"""David Gerard Hutchens""","""Simon David Harrison""",0
5966,"""David Gerard Hutchens""","""Siegfried W. Kiefer""",0
5967,"""David Gerard Hutchens""","""Timothy Alexander Miller""",0
5968,"""David Gerard Hutchens""","""Christopher Allan Govan""",0
5969,"""David Gerard Hutchens""","""Victor G. Dodig""",0
5970,"""David Gerard Hutchens""","""Paul S. Herendeen""",0
5971,"""David Gerard Hutchens""","""Mark Kenney""",0
5972,"""David Gerard Hutchens""","""Geert Verellen""",0
5973,"""David Gerard Hutchens""","""Ian M. Fillinger""",0
5974,"""David Gerard Hutchens""","""Robert P. Wildeboer""",0
5975,"""David Gerard Hutchens""","""Worthing F. Jackman""",0
5976,"""David Gerard Hutchens""","""Richard Dufresne""",0
5977,"""David Gerard Hutchens""","""Paul McAleese""",0
5978,"""David Gerard Hutchens""","""Joseph D. Randell""",0
5979,"""David Gerard Hutchens""","""Marc Parent""",0
5980,"""David Gerard Hutchens""","""Stephen Elias Loukas""",0
5981,"""David Gerard Hutchens""","""Geoffrey Robillard""",0
5982,"""David Gerard Hutchens""","""Brian Tellef Vaasjo""",0
5983,"""David Gerard Hutchens""","""Thomas J. Hofstedter""",0
5984,"""Luc Mongeau""","""Michael J. Cooper""",0
5985,"""Luc Mongeau""","""Steven R. Spaulding""",0
5986,"""Luc Mongeau""","""Navjeet Singh Dhillon""",0
5987,"""Luc Mongeau""","""Laurent Ferreira""",0
5988,"""Luc Mongeau""","""Photis Peter Pascali""",0
5989,"""Luc Mongeau""","""Mirko Bibic""",0
5990,"""Luc Mongeau""","""Scott Carlyle Balfour""",0
5991,"""Luc Mongeau""","""George Raymond Burns""",0
5992,"""Luc Mongeau""","""Randy V. J. Smallwood""",0
5993,"""Luc Mongeau""","""Timothy Michael Miller""",0
5994,"""Luc Mongeau""","""Eric Richer La Fleche""",0
5995,"""Luc Mongeau""","""Terrance Lloyd McKibbon""",0
5996,"""Luc Mongeau""","""Joseph M. Natale""",0
5997,"""Luc Mongeau""","""Michael Cammarata""",0
5998,"""Luc Mongeau""","""Claude Bigras""",0
5999,"""Luc Mongeau""","""Ewout R. Heersink""",0
6000,"""Luc Mongeau""","""L. Scott Thomson""",0
6001,"""Luc Mongeau""","""Pauline Dhillon""",0
6002,"""Luc Mongeau""","""David I. McKay""",0
6003,"""Luc Mongeau""","""Bradley William Corson""",0
6004,"""Luc Mongeau""","""Louis Vachon """,2
6005,"""Luc Mongeau""","""Jose E. Cil""",0
6006,"""Luc Mongeau""","""Nancy C. Southern""",0
6007,"""Luc Mongeau""","""Donald B. Kayne""",0
6008,"""Luc Mongeau""","""Peter Gerald Jan Kukielski""",0
6009,"""Luc Mongeau""","""Daniel Barclay""",1
6010,"""Luc Mongeau""","""Trevor English""",0
6011,"""Luc Mongeau""","""Zoran Stakic""",0
6012,"""Luc Mongeau""","""Alain Bouchard""",6
6013,"""Luc Mongeau""","""Frank Patrick D'Eramo""",0
6014,"""Luc Mongeau""","""Donald M. Jenkins""",0
6015,"""Luc Mongeau""","""Madhu Ranganathan""",0
6016,"""Luc Mongeau""","""Richard Lord""",0
6017,"""Luc Mongeau""","""Anil Wadhwani""",0
6018,"""Luc Mongeau""","""Kevan S. Gorrie""",0
6019,"""Luc Mongeau""","""Ian L. Edwards""",0
6020,"""Luc Mongeau""","""Martin Schwartz""",0
6021,"""Luc Mongeau""","""Jeffrey Schwartz""",1
6022,"""Luc Mongeau""","""Jeff Segel""",0
6023,"""Luc Mongeau""","""Jay A. Forbes""",0
6024,"""Luc Mongeau""","""Thomas J. Appio""",0
6025,"""Luc Mongeau""","""Michael Steinmann""",0
6026,"""Luc Mongeau""","""Simon David Harrison""",0
6027,"""Luc Mongeau""","""Siegfried W. Kiefer""",0
6028,"""Luc Mongeau""","""Timothy Alexander Miller""",0
6029,"""Luc Mongeau""","""Christopher Allan Govan""",0
6030,"""Luc Mongeau""","""Victor G. Dodig""",0
6031,"""Luc Mongeau""","""Paul S. Herendeen""",0
6032,"""Luc Mongeau""","""Mark Kenney""",0
6033,"""Luc Mongeau""","""Geert Verellen""",0
6034,"""Luc Mongeau""","""Ian M. Fillinger""",0
6035,"""Luc Mongeau""","""Robert P. Wildeboer""",0
6036,"""Luc Mongeau""","""Worthing F. Jackman""",0
6037,"""Luc Mongeau""","""Richard Dufresne""",54
6038,"""Luc Mongeau""","""Paul McAleese""",0
6039,"""Luc Mongeau""","""Joseph D. Randell""",0
6040,"""Luc Mongeau""","""Marc Parent""",3
6041,"""Luc Mongeau""","""Stephen Elias Loukas""",0
6042,"""Luc Mongeau""","""Geoffrey Robillard""",0
6043,"""Luc Mongeau""","""Brian Tellef Vaasjo""",0
6044,"""Luc Mongeau""","""Thomas J. Hofstedter""",0
6045,"""Michael J. Cooper""","""Steven R. Spaulding""",4
6046,"""Michael J. Cooper""","""Navjeet Singh Dhillon""",0
6047,"""Michael J. Cooper""","""Laurent Ferreira""",1
6048,"""Michael J. Cooper""","""Photis Peter Pascali""",0
6049,"""Michael J. Cooper""","""Mirko Bibic""",4
6050,"""Michael J. Cooper""","""Scott Carlyle Balfour""",0
6051,"""Michael J. Cooper""","""George Raymond Burns""",0
6052,"""Michael J. Cooper""","""Randy V. J. Smallwood""",10
6053,"""Michael J. Cooper""","""Timothy Michael Miller""",0
6054,"""Michael J. Cooper""","""Eric Richer La Fleche""",0
6055,"""Michael J. Cooper""","""Terrance Lloyd McKibbon""",0
6056,"""Michael J. Cooper""","""Joseph M. Natale""",4
6057,"""Michael J. Cooper""","""Michael Cammarata""",0
6058,"""Michael J. Cooper""","""Claude Bigras""",2
6059,"""Michael J. Cooper""","""Ewout R. Heersink""",0
6060,"""Michael J. Cooper""","""L. Scott Thomson""",12
6061,"""Michael J. Cooper""","""Pauline Dhillon""",0
6062,"""Michael J. Cooper""","""David I. McKay""",1
6063,"""Michael J. Cooper""","""Bradley William Corson""",0
6064,"""Michael J. Cooper""","""Louis Vachon """,15
6065,"""Michael J. Cooper""","""Jose E. Cil""",0
6066,"""Michael J. Cooper""","""Nancy C. Southern""",3
6067,"""Michael J. Cooper""","""Donald B. Kayne""",7
6068,"""Michael J. Cooper""","""Peter Gerald Jan Kukielski""",0
6069,"""Michael J. Cooper""","""Daniel Barclay""",0
6070,"""Michael J. Cooper""","""Trevor English""",0
6071,"""Michael J. Cooper""","""Zoran Stakic""",2
6072,"""Michael J. Cooper""","""Alain Bouchard""",13
6073,"""Michael J. Cooper""","""Frank Patrick D'Eramo""",0
6074,"""Michael J. Cooper""","""Donald M. Jenkins""",0
6075,"""Michael J. Cooper""","""Madhu Ranganathan""",3
